SITE ID,LOCATION IDENTIFIER,STREET ADDRESS,TOWN,STATE,ENTIRE SERVICE LINE MATERIAL CLASSIFICATION,BUILDING TYPE,SOURCE FILE,STREET NUMBER,STREET NAME,extracted_pswid,is_match,PWSID,SYSTEM NAME
30211,"41.708, -72.201",14 Potter St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31177,"41.71, -72.223",468 Pleasant St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10283,"41.718, -72.223",163 Mansfield Ave,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20484,"41.711, -72.207",129 Union St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21245,"41.714, -72.211",82 Maple Ave,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
11008,"41.716, -72.235",82 Columbia Ave,Windham,CT,Lead,O,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20087,"41.717, -72.207",118 Oak St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21429,"41.718, -72.209",103 Lewiston Ave,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30986,"41.708, -72.212",47 John St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30612,"41.71, -72.212",175 Pleasant St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20078,"41.716, -72.191",324 Bricktop Rd,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20600,"41.723, -72.205",340 Ash St.,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
40320,"41.715, -72.217",245 Valley St  Beckertt Hall,Windham,CT,Lead,O,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30688,"41.708, -72.207",37 West Park St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31553,"41.708, -72.211",50 John St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20761,"41.717, -72.218",347 Prospect St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20289,"41.717, -72.207",119 Oak St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20492,"41.715, -72.224",410 Valley St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10874,"41.72, -72.205",33 Bolivia St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21352,"41.716, -72.214",28 Chestnut St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20794,"41.715, -72.209",17 - 19 Turner St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20520,"41.718, -72.211",215 North St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21369,"41.718, -72.208",89 Lewiston Ave,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
10640,"41.718, -72.221",437 Prospect St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21432,"41.717, -72.217",164 High St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21322,"41.719, -72.215",283 Lewiston Ave,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31169,"41.711, -72.219",44 Mountain St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20670,"41.718, -72.214",210 Walnut St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31427,"41.708, -72.201",10 Potter St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31348,"41.713, -72.21",57 Valley St,Windham,CT,Lead,O,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31082,"41.705, -72.209",134 South St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31557,"41.709, -72.217",3-5 Willard St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31186,"41.71, -72.221",411 Pleasant St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20729,"41.715, -72.208",58 Prospect St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30491,"41.706, -72.21",96 South St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20935,"41.719, -72.21",262 Church St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21360,"41.722, -72.216",331 High St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
31489,"41.71, -72.219",61 Mountain St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20648,"41.716, -72.214",125 Walnut St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20273,"41.719, -72.196",55 Boston Post Rd.,Windham,CT,Lead,O,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
21068,"41.714, -72.191",305 Bricktop Rd,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30932,"41.71, -72.221",414 Pleasant St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30101,"41.705, -72.201",49 Seldon St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20846,"41.718, -72.21",249 Church St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
30795,"41.708, -72.21",25 South St,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20882,"41.715, -72.216",237 Valley St,Windham,CT,Lead,MF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
20311,"41.724, -72.204",18 Anthony St.,Windham,CT,Lead,SF,CT1630011_LCRR_Inventory_Initial_10-11-24.xlsx,,,CT1630011,TRUE,CT1630011,Windham Water Works
